conversation_id,system,failed_over,latency_ms,queue_wait_ms,preserved,expected_fact,reasoning,provider,turn_count,concurrency
conv-043,baseline,True,1275.5,27509.449799999595,False,8935,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, and thus does not recall the expected fact '8935'. It asks the user to provide the information again, indicating it cannot retrieve or remember the fact from earlier in the conversation.",openai,11,100
conv-040,baseline,True,1166.2,28880.797999997983,False,96,The assistant explicitly states that it does not have access to previous messages and asks the user to provide the flight number again. This indicates that the assistant did not recall the specific fact '96' mentioned earlier in the conversation.,openai,7,100
conv-041,baseline,True,1359.01,28787.997999999916,False,383.15,"The assistant failed to recall the specific fact '383.15' from earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-038,baseline,True,1152.47,27727.369599998376,False,17,"The assistant explicitly states that it does not have access to previous conversations and asks for the information again, indicating it did not recall the specific fact '17' that was expected.",openai,9,100
conv-045,baseline,True,1492.28,30045.917200003198,False,Phalixar,"The assistant failed to recall the specific fact 'Phalixar' from the conversation. Instead, it stated that it doesn't have access to previous conversations and offered to help brainstorm, which indicates it did not preserve the expected fact.",openai,11,100
conv-044,baseline,True,1267.28,31757.09910000299,False,9XPSEI,"The assistant explicitly states that it does not have access to previous conversations or specific information provided earlier, which includes the building code '9XPSEI'. Therefore, it fails to recall or incorporate the Expected Fact.",openai,9,100
conv-049,baseline,True,1354.0,32813.878799999016,False,coastal,"The assistant failed to recall the specific fact 'coastal' from the conversation. Instead, it stated that it doesn't have access to previous statements, which indicates it did not preserve the expected fact.",openai,11,100
conv-046,baseline,True,1307.82,34385.29690000177,False,Haskell,"The assistant failed to recall the specific fact that the user's favorite programming language is Haskell. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,7,100
conv-030,baseline,True,1273.95,31551.119899998197,False,3 October 2014,"The assistant did not recall or mention the specific expiration date of 3 October 2014. Instead, it provided a generic response about not having access to personal data and suggested checking the passport directly. This does not incorporate the Expected Fact.",openai,11,100
conv-039,baseline,True,1357.4,33030.72480000342,False,1049,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, which means it did not recall the expected fact '1049' from earlier in the conversation. Therefore, the fact was not preserved in the response.",openai,7,100
conv-053,baseline,True,1262.02,35794.28740000197,False,919-2790,"The assistant failed to recall the specific fact '919-2790' as the quarterly budget figure. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,9,100
conv-052,baseline,True,1350.11,35700.21599999686,False,MO5BXX,"The assistant did not recall or provide the expected confirmation number 'MO5BXX'. Instead, it stated that it doesn't have access to personal data and suggested checking email or the service website. This indicates that the specific fact was not preserved in the response.",openai,7,100
conv-047,baseline,True,1610.13,34171.440499995726,False,Plexarase,"The assistant explicitly states that it does not have access to previous conversations or specific details about the user's world-building project. Therefore, it does not recall or mention the expected fact 'Plexarase' as the name of the magical mineral.",openai,11,100
conv-056,baseline,True,1651.72,37041.48260000677,False,Plexarase,"The assistant failed to recall the specific fact 'Plexarase' as the currency name from the earlier conversation. Instead, it asked for more information about the game, indicating it did not remember the expected fact.",openai,11,100
conv-055,baseline,True,994.85,37046.81290000285,False,Stellan Petrov,"The assistant did not recall the expected fact 'Stellan Petrov' when asked about the meeting for coffee. Instead, it stated that it doesn't have access to personal schedules, which indicates it did not preserve the specific information from earlier in the conversation.",openai,11,100
conv-051,baseline,True,1242.11,38047.08920000044,False,"August 26, 2017","The assistant failed to recall the specific fact 'August 26, 2017' as the project deadline. Instead, it stated that it doesn't have access to previous messages or specific details, which indicates it did not preserve the expected fact.",openai,9,100
conv-050,baseline,True,1259.67,39291.83679999497,False,Phalixil,"The assistant failed to recall the specific fact 'Phalixil' as the currency from the earlier conversation. Instead, it stated that it doesn't have information about the game described, indicating a lack of recall of the expected fact.",openai,9,100
conv-048,baseline,True,1437.7,38699.984000001175,False,Tova Kowalski,"The assistant failed to recall the specific fact 'Tova Kowalski' as the landlord's name, which was provided earlier in the conversation. Instead, it stated that it doesn't have access to personal information, which is incorrect in this context since the information was part of the conversation.",openai,11,100
conv-065,baseline,True,1126.81,42869.56200000143,False,1222,"The assistant failed to recall the specific parcel tracking ID '1222' that was shared earlier in the conversation. Instead, it stated that it doesn't have access to previous interactions, which means it did not preserve the expected fact.",openai,7,100
conv-059,baseline,True,1077.55,40546.78609999425,False,Cephlonium,"The assistant did not recall the specific word 'Cephlonium' that was mentioned earlier in the conversation. Instead, it expressed uncertainty and offered to help brainstorm, indicating it did not preserve the expected fact.",openai,7,100
conv-057,baseline,True,1430.59,40133.526800000196,False,"January 21, 1966","The assistant failed to recall the specific date 'January 21, 1966' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have any information about the warranty details, which indicates that the expected fact was not preserved in the response.",openai,11,100
conv-037,baseline,True,1608.05,30151.932700001274,False,rowing intervals,"The assistant failed to recall the specific fact that the user's favorite workout is 'rowing intervals.' Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-035,baseline,True,1256.44,42813.025500004296,False,"November 17, 1990","The assistant failed to recall the specific lease renewal date of November 17, 1990, which was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the details again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-060,baseline,True,1229.26,41564.15190000559,False,52,"The assistant did not recall or provide the expected fact, which was the employee ID '52'. Instead, it stated that it doesn't have access to personal data and suggested checking with HR or official documents. This indicates that the assistant did not preserve the specific fact from earlier in the conversation.",openai,7,100
conv-061,baseline,True,1244.79,41625.649300000725,False,"May 14, 2027","The assistant failed to recall the specific warranty expiration date of May 14, 2027, which was provided earlier in the conversation. Instead, it asked for additional information to calculate the expiration date, indicating it did not retain the expected fact.",openai,9,100
conv-063,baseline,True,1618.35,44052.592800003105,False,Zeltrixil,"The assistant failed to recall the specific fact 'Zeltrixil' as the currency from the earlier conversation. Instead, it asked for more details about the game, indicating it did not remember or recognize the expected fact.",openai,9,100
conv-064,baseline,True,1603.67,45671.62030000005,False,Gleam,"The assistant failed to recall the specific fact 'Gleam' as the user's favorite programming language. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-070,baseline,True,1857.06,43995.26669999823,False,cold-brew concentrate,"The assistant failed to recall the specific fact 'cold-brew concentrate' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-058,baseline,True,1407.91,48767.19349999793,False,Stellan Taniguchi,"The assistant failed to recall the specific fact 'Stellan Taniguchi' as the new CEO of HelixCorp. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-066,baseline,True,1619.92,47138.32460000149,False,Plexaros,"The assistant failed to recall the specific codename 'Plexaros' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to specific information about the user's projects, which indicates it did not preserve the expected fact.",openai,9,100
conv-067,baseline,True,1279.58,45863.82200000151,False,Phalixus,"The assistant failed to recall the specific fact 'Phalixus' from the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for more context, which indicates it did not preserve the expected fact.",openai,11,100
conv-062,baseline,True,1130.12,49581.948700006054,False,1972-04-02,"The assistant failed to recall the specific lease renewal date '1972-04-02' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,11,100
conv-069,baseline,True,1205.64,48368.467400003414,False,Bastian Mbeki,The assistant explicitly states that it does not have access to previous conversations and therefore cannot recall the specific fact that Bastian Mbeki wrote the report. This indicates that the expected fact was not preserved in the response.,openai,9,100
conv-054,baseline,True,1092.44,47285.943199997186,False,8886,"The assistant failed to recall the specific flight number '8886' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages and asked for the flight number again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-072,baseline,True,1887.17,50167.19199999531,False,"August 20, 1977","The assistant failed to recall the specific date 'August 20, 1977' from earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for more context, which indicates it did not preserve the expected fact.",openai,7,100
conv-073,baseline,True,1332.1,51984.05240000247,False,133.34,"The assistant failed to recall the specific building code '133.34' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-071,baseline,True,1275.92,50707.3591000008,False,568-6180,"The assistant explicitly states that it does not have access to previous conversations or specific details, and thus does not recall the expected fact of '568-6180' as the temperature ceiling for the server room. It asks the user to provide the information again, indicating it did not preserve the fact.",openai,7,100
conv-076,baseline,True,3449.01,52054.69279999333,False,literary fiction,"The assistant failed to recall the specific fact that the user only reads 'literary fiction.' Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-025,baseline,True,1203.38,20577.23499999603,False,solarpunk,"The assistant failed to recall the specific fact 'solarpunk' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-075,baseline,True,1954.17,54697.673999999985,False,Torquexar,"The assistant failed to recall the specific nickname 'Torquexar' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to internal information, which indicates it did not preserve the expected fact.",openai,9,100
conv-074,baseline,True,1379.35,53317.61529999783,False,Plexarix,"The assistant failed to recall the specific nickname 'Plexarix' for the internal tool. Instead, it stated that it doesn't have access to internal information, which indicates it did not preserve the expected fact.",openai,9,100
conv-079,baseline,True,1420.5,56690.87500000041,False,Nexiumine,"The assistant failed to recall the specific nickname 'Nexiumine' for the internal tool. Instead, it stated that it doesn't have access to internal information, which indicates it did not preserve the expected fact.",openai,7,100
conv-068,baseline,True,1173.8,55509.91530000149,False,22 July 2031,"The assistant failed to recall the specific date '22 July 2031' that was mentioned earlier in the conversation. Instead, it responded with a generic statement about not having access to personal data, indicating it did not preserve the expected fact.",openai,11,100
conv-078,baseline,True,1445.64,56661.80750000595,False,18 December 1984,"The assistant failed to recall the specific date '18 December 1984' that was mentioned earlier in the conversation. Instead, it responded with a generic statement about not having access to personal data, indicating it did not preserve the expected fact.",openai,7,100
conv-077,baseline,True,1337.78,58107.49960000414,False,4433,"The assistant failed to recall the specific temperature ceiling of 4433 mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the information again.",openai,9,100
conv-080,baseline,True,1335.81,59444.0790999984,False,Syndexium,"The assistant failed to recall the specific fact 'Syndexium' as the codename for the new protocol. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,9,100
conv-081,baseline,True,1145.85,58098.07130000342,False,145-1058,"The assistant failed to recall the specific building code '145-1058' that was provided earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-093,baseline,True,1232.2,61876.85479999929,False,Plexarine,"The assistant failed to recall the specific fact 'Plexarine' as the currency from the earlier conversation. Instead, it stated that it doesn't have information about the game, indicating a lack of recall of the expected fact.",openai,7,100
conv-085,baseline,True,1547.26,60778.10659999459,False,18 October 1983,"The assistant failed to recall the specific date '18 October 1983' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,11,100
conv-090,baseline,True,1875.69,63115.608599998115,False,Elara Petrov,"The assistant failed to recall the specific fact 'Elara Petrov' as the person who wrote the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,11,100
conv-083,baseline,True,1263.43,59247.86750000109,False,Isadora Mbeki,"The assistant failed to recall the specific fact 'Isadora Mbeki' as the name of the user's childhood best friend. Instead, it provided a generic response indicating it doesn't have access to personal information, which means it did not incorporate the expected fact from earlier in the conversation.",openai,9,100
conv-089,baseline,True,1335.58,62324.41710000324,False,Plexarol,"The assistant failed to recall the specific word 'Plexarol' that was mentioned earlier in the conversation. Instead, it suggests that it doesn't have access to previous information and offers to help brainstorm a new word. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-084,baseline,True,1371.16,60509.35519999862,False,1984-02-03,"The assistant did not recall or provide the specific fact '1984-02-03' as the sister's birthday. Instead, it stated that it doesn't have access to personal information, which indicates it did not preserve the expected fact from earlier in the conversation.",openai,11,100
conv-088,baseline,True,1330.65,63671.12299999632,False,Orvaneis,"The assistant failed to recall the specific fact 'Orvaneis' as the name of the secret society in the novel. Instead, it stated that it doesn't have access to the novel's details and offered to help brainstorm, which indicates it did not preserve the expected fact.",openai,9,100
conv-087,baseline,True,1615.57,64995.38840000053,False,1996-04-22,"The assistant failed to recall the specific project deadline of '1996-04-22' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,11,100
conv-086,baseline,True,1560.94,65001.69230000331,False,Gorlixix,"The assistant explicitly states that it does not have access to previous conversations or specific details, and thus does not recall the name 'Gorlixix' for the magical mineral. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-092,baseline,True,1180.76,66609.28839999835,False,Amara Castellano,"The assistant failed to recall the specific fact 'Amara Castellano' as the name of the doctor mentioned earlier. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-096,baseline,True,1407.48,68167.12900000297,False,Nexiumax,"The assistant failed to recall the specific fact 'Nexiumax' as the codename for the new protocol. Instead, it stated that it doesn't have access to previous conversations and did not provide the expected fact.",openai,11,100
conv-082,baseline,True,1607.58,66576.2407000037,False,Orla Kimathi,The assistant explicitly states that it does not have access to previous conversations and therefore cannot recall the specific fact that Orla Kimathi is the project lead on Aurora. This means the expected fact was not preserved in the response.,openai,9,100
conv-091,baseline,True,1394.5,69000.86059999955,False,28 November 1996,"The assistant failed to recall the specific date '28 November 1996' from earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-098,baseline,True,1463.15,70771.32180000222,False,"November 27, 2007","The assistant failed to recall the specific fact 'November 27, 2007' as the project deadline. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,11,100
conv-095,baseline,True,1193.39,69577.94920000051,False,487,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, which means it did not recall or incorporate the expected fact '487' into its response. Instead, it asks the user to provide the information again.",openai,9,100
conv-097,baseline,True,1204.16,67796.6947000034,False,Zephyr Volkov,"The assistant failed to recall the specific fact 'Zephyr Volkov' as the emergency contact mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-099,baseline,True,1218.98,72236.09279999584,False,"March 19, 1998","The assistant failed to recall the specific fact 'March 19, 1998' as the project deadline mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,7,100
conv-100,baseline,True,1181.63,73456.28199999832,False,Zephyr Hartmann,"The assistant failed to recall the specific fact 'Zephyr Hartmann' as the person who wrote the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-101,baseline,True,1064.44,70152.43799999927,False,zone-2 cycling,"The assistant failed to recall the specific fact 'zone-2 cycling' as the user's favorite workout. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,9,100
conv-094,baseline,True,4352.53,70393.98630000153,False,Vietnamese egg coffee,"The assistant failed to recall the specific fact about 'Vietnamese egg coffee' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-102,baseline,True,1584.05,69061.40220000582,False,Amara Nyström,"The assistant failed to recall the specific fact 'Amara Nyström' as the keynote speaker at the summit. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-105,baseline,True,1274.41,69129.00459999763,False,ship/show/ask,"The assistant explicitly states that it does not have access to previous conversations or personal preferences, and therefore does not recall the specific fact 'ship/show/ask' that was mentioned earlier. This means the expected fact was not incorporated into the response.",openai,7,100
conv-104,baseline,True,1984.59,69441.74359999309,False,Gleam,"The assistant failed to recall the specific fact 'Gleam' as the user's favorite programming language. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-103,baseline,True,1090.89,69738.27700000351,False,oat-milk cortado,"The assistant failed to recall the specific fact 'oat-milk cortado' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-106,baseline,True,1252.33,69875.24730000157,False,Bastian Achterberg,"The assistant failed to recall the specific fact 'Bastian Achterberg' as the person who wrote the report. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-107,baseline,True,1002.95,69128.21089999676,False,Bastian Castellano,"The assistant failed to recall the specific fact 'Bastian Castellano' as the name of the new assistant. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,9,100
conv-109,baseline,True,1249.1,68676.30179999923,False,2002-06-13,"The assistant failed to recall the specific date '2002-06-13' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-108,baseline,True,1409.58,69943.46929999984,False,literary fiction,"The assistant failed to recall the specific fact that the user only reads 'literary fiction.' Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-110,baseline,True,1063.01,69770.69410000498,False,Rynolos,"The assistant did not recall the specific word 'Rynolos' that was mentioned earlier in the conversation. Instead, it expressed uncertainty and offered to help brainstorm, indicating it did not preserve the expected fact.",openai,11,100
conv-111,baseline,True,1036.4,68912.82000000225,False,Amara Mensah,The assistant failed to recall the specific fact 'Amara Mensah' and instead stated that it doesn't have access to previous conversations or personal data. This indicates that the expected fact was not preserved in the response.,openai,11,100
conv-116,baseline,True,1446.11,69096.56470000195,False,Georgian,"The assistant failed to recall the specific fact that the user prefers Georgian cuisine. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-117,baseline,True,1342.7,69838.81680000301,False,3362,"The assistant failed to recall the specific fact '3362' from earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,11,100
conv-112,baseline,True,1563.27,69650.53309999949,False,Ronan Ashworth,"The assistant failed to recall the specific fact 'Ronan Ashworth' as the name of the user's childhood best friend. Instead, it provided a generic response indicating it doesn't have access to personal information, which means it did not preserve the expected fact from earlier in the conversation.",openai,9,100
conv-114,baseline,True,1041.89,69757.96840000154,False,Helix,The assistant explicitly states that it cannot recall the text editor mentioned earlier in the conversation. It does not provide the expected fact 'Helix' and instead asks the user to provide the information again.,openai,9,100
conv-115,baseline,True,1318.75,69426.52780000062,False,332.26,"The assistant explicitly states that it does not have access to previous interactions or shared information, including parcel tracking IDs. Therefore, it does not recall or provide the expected fact, which is the tracking ID '332.26'. The response is an apology and a request for the user to provide the information again, indicating that the fact was not preserved.",openai,9,100
conv-113,baseline,True,2234.66,68785.25350000025,False,2021-08-15,"The assistant failed to recall the specific warranty expiration date of 2021-08-15 that was mentioned earlier in the conversation. Instead, it stated that it doesn't have any information about the warranty details and asked for additional information to calculate the expiration date. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-118,baseline,True,1264.44,69221.24859999795,False,34,The assistant explicitly states that it does not have access to previous messages and asks the user to provide the flight number again. This indicates that the assistant did not recall the specific fact '34' mentioned earlier in the conversation.,openai,9,100
