conversation_id,system,failed_over,latency_ms,queue_wait_ms,preserved,expected_fact,reasoning,provider,turn_count,concurrency
conv-051,baseline,True,2028.95,37706.99569999841,False,"August 26, 2017","The assistant failed to recall the specific fact 'August 26, 2017' as the project deadline. Instead, it stated that it doesn't have access to previous messages or specific details, which indicates it did not preserve the expected fact.",openai,9,100
conv-053,baseline,True,1675.62,39736.78760000073,False,919-2790,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, which means it did not recall or incorporate the expected fact (919-2790) into its response. Instead, it asks the user to provide the information again.",openai,9,100
conv-054,baseline,True,1229.03,40716.36410000289,False,8886,"The assistant failed to recall the specific flight number '8886' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages and asked the user to provide the flight number again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-055,baseline,True,1071.51,41412.999599999,False,Stellan Petrov,"The assistant did not recall the specific fact 'Stellan Petrov' from earlier in the conversation. Instead, it stated that it doesn't have access to personal schedules, which indicates it did not preserve the expected fact.",openai,11,100
conv-056,baseline,True,1175.59,41946.416200006584,False,Plexarase,"The assistant failed to recall the specific fact 'Plexarase' as the currency in the game. Instead, it asked for more details, indicating it did not remember or recognize the expected fact from earlier in the conversation.",openai,11,100
conv-041,baseline,True,1347.92,42496.17159999632,False,383.15,"The assistant failed to recall the specific fact '383.15' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-058,baseline,True,1339.02,43122.6115999956,False,Stellan Taniguchi,"The assistant failed to recall the specific fact 'Stellan Taniguchi' as the new CEO of HelixCorp. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-057,baseline,True,1978.15,44497.28729999597,False,"January 21, 1966","The assistant failed to recall the specific date 'January 21, 1966' that was mentioned earlier in the conversation. Instead, it asked for additional information to calculate the expiration date, indicating it did not retain the expected fact.",openai,11,100
conv-060,baseline,True,1341.81,43832.75200000015,False,52,"The assistant did not recall or provide the expected fact, which was the employee ID '52'. Instead, it stated that it doesn't have access to personal data and suggested checking with HR or official documents. This indicates that the assistant did not preserve the specific fact from earlier in the conversation.",openai,7,100
conv-065,baseline,True,1256.64,46441.44149999881,False,1222,"The assistant failed to recall the specific parcel tracking ID '1222' that was expected. Instead, it stated that it doesn't have access to previous interactions or shared information, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-061,baseline,True,1431.11,45179.09290000306,False,"May 14, 2027","The assistant failed to recall the specific fact 'May 14, 2027' as the warranty expiration date. Instead, it stated that it doesn't have information about the warranty details and asked for additional information to calculate the expiration date. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-069,baseline,True,1797.26,47696.85919999693,False,Bastian Mbeki,"The assistant failed to recall the specific fact 'Bastian Mbeki' as the author of the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-067,baseline,True,1912.99,46605.615299999765,False,Phalixus,"The assistant explicitly states that it does not have access to previous conversations or specific details, and thus does not recall the name 'Phalixus' for the magical mineral. This means the expected fact was not preserved in the response.",openai,11,100
conv-052,baseline,True,1202.76,49508.79279999948,False,MO5BXX,"The assistant did not recall or provide the expected confirmation number 'MO5BXX'. Instead, it stated that it does not have access to personal data and suggested checking email or the service website. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-049,baseline,True,1108.63,49797.164899998,False,coastal,"The assistant failed to recall the specific fact that the user always chooses a 'coastal' vacation destination. Instead, it stated that it doesn't have access to previous statements, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-063,baseline,True,1329.51,50705.812700001414,False,Zeltrixil,"The assistant failed to recall the specific fact 'Zeltrixil' as the currency from the earlier conversation. Instead, it asked for more information about the game, indicating it did not remember or recognize the expected fact.",openai,9,100
conv-072,baseline,True,2111.28,50902.71650000531,False,"August 20, 1977","The assistant failed to recall the specific date 'August 20, 1977' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for more context, which indicates it did not preserve the expected fact.",openai,7,100
conv-070,baseline,True,1175.29,53006.24560000064,False,cold-brew concentrate,"The assistant failed to recall the specific fact 'cold-brew concentrate' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-062,baseline,True,1062.21,52037.98699999975,False,1972-04-02,"The assistant failed to recall the specific lease renewal date '1972-04-02' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-068,baseline,True,1175.61,54184.75480000621,False,22 July 2031,"The assistant failed to recall the specific date '22 July 2031' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-064,baseline,True,1797.34,53101.370600005874,False,Gleam,"The assistant failed to recall the specific fact 'Gleam' as the user's favorite programming language. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,9,100
conv-071,baseline,True,1281.36,55360.87640000273,False,568-6180,"The assistant failed to recall the specific temperature ceiling '568-6180' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the information again, which indicates that the expected fact was not preserved.",openai,7,100
conv-073,baseline,True,1271.78,54894.561200005264,False,133.34,"The assistant failed to recall the specific building code '133.34' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-075,baseline,True,1601.06,56640.82520000462,False,Torquexar,"The assistant failed to recall the specific nickname 'Torquexar' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to internal information, which indicates it did not preserve the expected fact.",openai,9,100
conv-074,baseline,True,1768.39,56167.70829999332,False,Plexarix,"The assistant failed to recall the specific nickname 'Plexarix' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to internal information and did not provide the expected fact.",openai,9,100
conv-077,baseline,True,1259.19,57935.95949999575,False,4433,"The assistant failed to recall the specific temperature ceiling of 4433 mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the information again.",openai,9,100
conv-079,baseline,True,1491.61,58241.465399999506,False,Nexiumine,"The assistant failed to recall the specific nickname 'Nexiumine' for the internal tool. Instead, it stated that it doesn't have access to internal information, which indicates it did not preserve the expected fact.",openai,7,100
conv-059,baseline,True,1155.1,48526.28680000266,False,Cephlonium,"The assistant did not recall the specific word 'Cephlonium' that was mentioned earlier in the conversation. Instead, it expressed uncertainty and asked for more information to help invent a word, indicating it did not preserve the expected fact.",openai,7,100
conv-036,baseline,True,1271.99,33154.482600003765,False,Isadora Fontaine,"The assistant failed to recall the specific fact 'Isadora Fontaine' as the emergency contact mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,9,100
conv-076,baseline,True,1271.93,59737.303799995854,False,literary fiction,"The assistant failed to recall the specific fact that the user only reads 'literary fiction.' Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-081,baseline,True,1254.63,60320.66629999772,False,145-1058,"The assistant failed to recall the specific building code '145-1058' that was provided earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-080,baseline,True,1357.33,61009.04480000354,False,Syndexium,"The assistant failed to recall the specific fact 'Syndexium' as the codename for the new protocol. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-082,baseline,True,1498.64,61579.294399996594,False,Orla Kimathi,"The assistant failed to recall the specific fact 'Orla Kimathi' as the project lead on Aurora. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,9,100
conv-083,baseline,True,1168.1,63077.140000003834,False,Isadora Mbeki,"The assistant failed to recall the specific fact 'Isadora Mbeki' as the name of the user's childhood best friend. Instead, it provided a generic response indicating a lack of access to personal information, which does not incorporate the expected fact from earlier in the conversation.",openai,9,100
conv-078,baseline,True,1124.16,59196.53359999877,False,18 December 1984,"The assistant failed to recall the specific date '18 December 1984' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,7,100
conv-089,baseline,True,1287.7,64242.46680000292,False,Plexarol,"The assistant did not recall the specific word 'Plexarol' that was mentioned earlier in the conversation. Instead, it asked for more context or details, indicating it did not remember or recognize the expected fact.",openai,9,100
conv-086,baseline,True,1266.56,64064.40780000051,False,Gorlixix,"The assistant explicitly states that it does not have access to previous conversations or specific details, and thus does not recall the name 'Gorlixix' for the magical mineral. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-088,baseline,True,1327.46,65332.049199998866,False,Orvaneis,"The assistant did not recall the specific fact 'Orvaneis' as the name of the secret society. Instead, it stated that it doesn't have access to the novel's details and offered to help brainstorm, indicating it did not preserve the expected fact.",openai,9,100
conv-087,baseline,True,1225.61,65533.18970000096,False,1996-04-22,"The assistant failed to recall the specific project deadline of '1996-04-22' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,11,100
conv-091,baseline,True,1189.58,66663.24460000599,False,28 November 1996,"The assistant failed to recall the specific date '28 November 1996' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-092,baseline,True,1088.86,66757.88950000044,False,Amara Castellano,"The assistant failed to recall the specific fact 'Amara Castellano' as the name of the doctor mentioned earlier. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-090,baseline,True,1151.31,67856.70750000392,False,Elara Petrov,"The assistant failed to recall the specific fact 'Elara Petrov' as the person who wrote the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,11,100
conv-085,baseline,True,1623.84,67854.0725999994,False,18 October 1983,"The assistant failed to recall the specific date '18 October 1983' that was mentioned earlier in the conversation. Instead, it responded with a generic statement about not having access to personal data, indicating it did not preserve the expected fact.",openai,11,100
conv-066,baseline,True,1828.57,69026.98900000326,False,Plexaros,"The assistant failed to recall the specific fact 'Plexaros' as the codename for the new protocol. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-084,baseline,True,1699.08,62364.35720000586,False,1984-02-03,"The assistant did not recall the specific fact '1984-02-03' as the sister's birthday. Instead, it stated that it doesn't have access to personal information, which indicates it did not preserve the expected fact from earlier in the conversation.",openai,11,100
conv-095,baseline,True,1416.31,70837.46850000223,False,487,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, which means it did not recall or incorporate the expected fact '487' into its response. Instead, it asks the user to provide the information again.",openai,9,100
conv-094,baseline,True,1150.12,69477.00139999349,False,Vietnamese egg coffee,"The assistant failed to recall the specific fact 'Vietnamese egg coffee' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-096,baseline,True,1730.67,70625.2014000028,False,Nexiumax,"The assistant failed to recall the specific fact 'Nexiumax' as the codename for the new protocol. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,11,100
conv-097,baseline,True,1366.93,72367.37369999551,False,Zephyr Volkov,"The assistant failed to recall the specific fact 'Zephyr Volkov' as the user's emergency contact. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-098,baseline,True,1159.01,73725.51469999902,False,"November 27, 2007","The assistant failed to recall the specific fact 'November 27, 2007' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,11,100
conv-100,baseline,True,1676.96,74884.08780000168,False,Zephyr Hartmann,"The assistant failed to recall the specific fact 'Zephyr Hartmann' as the person who wrote the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-093,baseline,True,1708.57,72256.14880000171,False,Plexarine,"The assistant failed to recall the specific fact 'Plexarine' as the currency from the earlier conversation. Instead, it asked for more details about the game, indicating it did not remember or recognize the expected fact.",openai,7,100
conv-101,baseline,True,1758.7,71161.60530000193,False,zone-2 cycling,"The assistant failed to recall the specific fact 'zone-2 cycling' as the user's favorite workout. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,9,100
conv-103,baseline,True,1067.35,71461.47910000334,False,oat-milk cortado,"The assistant failed to recall the specific fact 'oat-milk cortado' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not provide the expected fact.",openai,11,100
conv-104,baseline,True,1254.1,72221.70420000303,False,Gleam,"The assistant failed to recall the specific fact 'Gleam' as the user's favorite programming language. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-099,baseline,True,1325.29,73962.34360000449,False,"March 19, 1998","The assistant failed to recall the specific fact 'March 19, 1998' as the project deadline mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,7,100
conv-102,baseline,True,1383.02,72170.25280000347,False,Amara Nyström,"The assistant failed to recall the specific fact 'Amara Nyström' as the keynote speaker at the summit. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-105,baseline,True,1321.18,71323.13979999791,False,ship/show/ask,"The assistant explicitly states that it does not have access to previous conversations, which means it did not recall the expected fact 'ship/show/ask' as the user's preferred version control workflow. Instead, it asks the user to provide the information again.",openai,7,100
conv-107,baseline,True,1096.15,71372.27180000386,False,Bastian Castellano,"The assistant explicitly states that it does not have access to previous conversations or specific details shared earlier, which means it did not recall the expected fact 'Bastian Castellano.' Therefore, the fact was not preserved in the response.",openai,9,100
conv-106,baseline,True,1335.04,72002.45389999867,False,Bastian Achterberg,"The assistant failed to recall the specific fact 'Bastian Achterberg' as the author of the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-109,baseline,True,1090.83,71306.02979999922,False,2002-06-13,"The assistant failed to recall the specific date '2002-06-13' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-110,baseline,True,1422.9,72039.01040000122,False,Rynolos,"The assistant failed to recall the specific word 'Rynolos' that was mentioned earlier in the conversation. Instead, it provided a generic response indicating it doesn't have access to previous information, which means it did not preserve the expected fact.",openai,11,100
conv-108,baseline,True,1238.31,72110.73520000419,False,literary fiction,"The assistant failed to recall the specific fact that the user only reads 'literary fiction.' Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-114,baseline,True,1190.62,71110.29469999752,False,Helix,"The assistant failed to recall the specific fact 'Helix' as the text editor the user always uses. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-112,baseline,True,1234.49,72085.68789999372,False,Ronan Ashworth,"The assistant failed to recall the specific fact 'Ronan Ashworth' as the name of the user's childhood best friend. Instead, it provided a generic response about not having access to personal information, indicating it did not remember the fact shared earlier in the conversation.",openai,9,100
conv-111,baseline,True,1019.7,71334.48229999778,False,Amara Mensah,"The assistant failed to recall the specific fact 'Amara Mensah' as the name of the doctor mentioned earlier. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,11,100
conv-113,baseline,True,1403.95,71313.78490000487,False,2021-08-15,"The assistant failed to recall the specific warranty expiration date of 2021-08-15 that was mentioned earlier in the conversation. Instead, it stated that it doesn't have any information about the warranty details and asked for additional information to calculate the expiration date. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-116,baseline,True,1587.91,70863.12689999814,False,Georgian,"The assistant failed to recall the specific fact that the user prefers Georgian cuisine. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,7,100
conv-117,baseline,True,1377.85,71103.10620000094,False,3362,"The assistant failed to recall the specific fact '3362' from earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,11,100
conv-115,baseline,True,1271.11,71090.86569999786,False,332.26,"The assistant failed to recall the specific parcel tracking ID '332.26' that was shared earlier in the conversation. Instead, it stated that it doesn't have access to previous interactions, which means it did not preserve the expected fact.",openai,9,100
conv-118,baseline,True,2252.85,71105.2992000012,False,34,"The assistant failed to recall the specific flight number '34' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,9,100
