conversation_id,system,failed_over,latency_ms,queue_wait_ms,preserved,expected_fact,reasoning,provider,turn_count,concurrency
conv-061,baseline,True,1626.43,47153.91149999439,False,"May 14, 2027","The assistant failed to recall the specific fact 'May 14, 2027' as the warranty expiration date. Instead, it stated that it doesn't have information about the warranty details and asked for additional information to calculate the expiration date. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-059,baseline,True,1166.07,46499.24070000201,False,Cephlonium,"The assistant did not recall the specific word 'Cephlonium' that was mentioned earlier in the conversation. Instead, it expressed uncertainty and offered to help brainstorm, indicating that it did not preserve the expected fact.",openai,7,100
conv-063,baseline,True,1493.48,49045.62689999611,False,Zeltrixil,"The assistant failed to recall the specific fact 'Zeltrixil' as the currency from the earlier conversation. Instead, it asked for more information about the game, indicating it did not remember the expected fact.",openai,9,100
conv-065,baseline,True,1347.59,48781.355900003604,False,1222,"The assistant failed to recall the specific parcel tracking ID '1222' that was expected. Instead, it stated that it doesn't have access to previous interactions, which means it did not preserve the expected fact.",openai,7,100
conv-069,baseline,True,1118.45,50540.61170000381,False,Bastian Mbeki,"The assistant failed to recall the specific fact 'Bastian Mbeki' as the author of the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-067,baseline,True,1295.91,50230.24199999854,False,Phalixus,"The assistant explicitly states that it does not have access to previous conversations or specific details, and thus does not recall the name 'Phalixus' for the magical mineral. This indicates that the expected fact was not preserved in the response.",openai,11,100
conv-064,baseline,True,1375.64,47666.52599999927,False,Gleam,"The assistant failed to recall the specific fact 'Gleam' as the user's favorite programming language. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-034,baseline,True,1441.54,31033.496199997702,False,AZZ81S,"The assistant explicitly states that it does not have access to previous conversations or specific details, and thus does not recall the expected fact 'AZZ81S'. It asks the user to provide the information again, indicating it did not preserve the fact.",openai,11,100
conv-066,baseline,True,1635.78,51529.25830000147,False,Plexaros,"The assistant failed to recall the specific fact 'Plexaros' as the codename for the new protocol. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-062,baseline,True,1594.08,51662.54480000028,False,1972-04-02,"The assistant failed to recall the specific lease renewal date '1972-04-02' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-071,baseline,True,1364.33,53256.31889999601,False,568-6180,"The assistant failed to recall the specific temperature ceiling of '568-6180' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the information again. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-060,baseline,True,1166.66,53180.80799999993,False,52,"The assistant did not recall or provide the expected fact, which was the employee ID '52'. Instead, it stated that it doesn't have access to personal data and suggested checking with HR or official documents. This indicates that the assistant did not preserve the specific fact from earlier in the conversation.",openai,7,100
conv-068,baseline,True,1255.84,54625.56700000077,False,22 July 2031,"The assistant failed to recall the specific date '22 July 2031' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-075,baseline,True,1341.57,57197.2777000015,False,Torquexar,"The assistant failed to recall the specific nickname 'Torquexar' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to internal information and did not provide the expected fact.",openai,9,100
conv-052,baseline,True,1635.55,55694.563199997865,False,MO5BXX,"The assistant did not recall the specific confirmation number 'MO5BXX' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to personal data and suggested checking email or the service website. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-072,baseline,True,1622.27,57315.824899996944,False,"August 20, 1977","The assistant failed to recall the specific date 'August 20, 1977' from earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for more context. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-078,baseline,True,1510.73,58934.89569999834,False,18 December 1984,"The assistant failed to recall the specific date '18 December 1984' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,7,100
conv-079,baseline,True,1623.91,60447.17990000415,False,Nexiumine,"The assistant failed to recall the specific nickname 'Nexiumine' for the internal tool, which was the expected fact. Instead, it stated that it doesn't have access to internal information, indicating it did not preserve the fact from earlier in the conversation.",openai,7,100
conv-077,baseline,True,1279.36,58538.52009999582,False,4433,"The assistant failed to recall the specific fact '4433' as the temperature ceiling for the server room. Instead, it stated that it doesn't have access to previous conversations and asked for the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-073,baseline,True,1315.84,55881.82169999639,False,133.34,"The assistant explicitly states that it does not have access to previous conversations and asks for the information again. It does not recall or mention the expected fact, which is the building code '133.34'. Therefore, the fact is not preserved in the response.",openai,9,100
conv-081,baseline,True,1448.37,64390.30820000159,False,145-1058,"The assistant failed to recall the specific building code '145-1058' that was provided earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations and asked for the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-076,baseline,True,2313.39,62077.48909999944,False,literary fiction,"The assistant failed to recall the specific fact that the user only reads 'literary fiction.' Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-080,baseline,True,1801.59,68802.903800005,False,Syndexium,"The assistant failed to recall the specific fact 'Syndexium' as the codename for the new protocol. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-084,baseline,True,2895.92,66987.11509999969,False,1984-02-03,"The assistant did not recall the specific fact '1984-02-03' as the sister's birthday. Instead, it stated that it doesn't have access to personal information, which indicates it did not preserve the expected fact from earlier in the conversation.",openai,11,100
conv-088,baseline,True,1191.86,70602.54659999818,False,Orvaneis,"The assistant failed to recall the specific fact 'Orvaneis' as the name of the secret society from the novel. Instead, it stated that it doesn't have access to the novel or its details, which indicates that the expected fact was not preserved in the response.",openai,9,100
conv-082,baseline,True,1144.69,65837.65619999857,False,Orla Kimathi,"The assistant failed to recall the specific fact 'Orla Kimathi' as the project lead on Aurora. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-086,baseline,True,1549.01,71674.45980000294,False,Gorlixix,"The assistant explicitly states that it does not have access to previous conversations or specific details, and thus does not recall the name 'Gorlixix' for the magical mineral. It offers to help with brainstorming instead, indicating it did not preserve the expected fact.",openai,11,100
conv-074,baseline,True,8983.66,59820.217199999985,False,Plexarix,"The assistant failed to recall the specific nickname 'Plexarix' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to internal information, which indicates it did not preserve the expected fact.",openai,9,100
conv-087,baseline,True,1793.25,69879.30780000414,False,1996-04-22,"The assistant failed to recall the specific project deadline of '1996-04-22' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,11,100
conv-091,baseline,True,1353.7,73209.21690000217,False,28 November 1996,"The assistant failed to recall the specific date '28 November 1996' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-090,baseline,True,1415.37,71793.81070000335,False,Elara Petrov,"The assistant failed to recall the specific fact 'Elara Petrov' as the person who wrote the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,11,100
conv-085,baseline,True,1521.08,73227.09199999961,False,18 October 1983,"The assistant failed to recall the specific date '18 October 1983' from earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-083,baseline,True,1183.42,74761.94740000331,False,Isadora Mbeki,"The assistant failed to recall the specific fact 'Isadora Mbeki' as the name of the user's childhood best friend, which was mentioned earlier in the conversation. Instead, it provided a generic response about not having access to personal information.",openai,9,100
conv-093,baseline,True,1332.47,75930.43519999748,False,Plexarine,"The assistant failed to recall the specific fact 'Plexarine' as the currency from the earlier conversation. Instead, it stated that it doesn't have information about the game, indicating a lack of recall of the expected fact.",openai,7,100
conv-089,baseline,True,1439.33,74568.15040000326,False,Plexarol,"The assistant failed to recall the specific word 'Plexarol' that was mentioned earlier in the conversation. Instead, it asked for more context or details, indicating it did not remember the expected fact.",openai,9,100
conv-095,baseline,True,1208.52,77383.97350000027,False,487,"The assistant explicitly states that it does not have access to previous conversations or specific data shared, which means it did not recall or incorporate the expected fact '487' into its response. Instead, it asks the user to provide the information again.",openai,9,100
conv-099,baseline,True,1277.81,78589.68240000063,False,"March 19, 1998","The assistant failed to recall the specific fact 'March 19, 1998' as the project deadline mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-100,baseline,True,1242.62,79869.25580000115,False,Zephyr Hartmann,"The assistant failed to recall the specific fact 'Zephyr Hartmann' as the person who wrote the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-092,baseline,True,1330.89,76053.17579999719,False,Amara Castellano,"The assistant failed to recall the specific fact 'Amara Castellano' as the name of the doctor mentioned earlier. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-097,baseline,True,1542.98,77262.6194000024,False,Zephyr Volkov,"The assistant failed to recall the specific fact 'Zephyr Volkov' as the emergency contact mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-094,baseline,True,988.99,80232.42610000107,False,Vietnamese egg coffee,"The assistant failed to recall the specific fact about 'Vietnamese egg coffee' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,7,100
conv-098,baseline,True,1420.89,78806.34579999729,False,"November 27, 2007","The assistant failed to recall the specific fact 'November 27, 2007' as the project deadline. Instead, it stated that it doesn't have access to previous messages, which indicates it did not preserve the expected fact.",openai,11,100
conv-101,baseline,True,1242.42,76477.6873000033,False,zone-2 cycling,"The assistant failed to recall the specific fact 'zone-2 cycling' as the user's favorite workout. Instead, it stated that it doesn't have access to previous conversations, which means it did not incorporate the expected fact into its response.",openai,9,100
conv-102,baseline,True,1178.47,77676.3205000014,False,Amara Nyström,"The assistant failed to recall the specific fact 'Amara Nyström' as the keynote speaker at the summit. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,9,100
conv-103,baseline,True,1180.13,77414.55370000104,False,oat-milk cortado,"The assistant failed to recall the specific fact 'oat-milk cortado' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-104,baseline,True,1335.4,78433.09799999764,False,Gleam,"The assistant failed to recall the specific fact 'Gleam' as the user's favorite programming language. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,7,100
conv-106,baseline,True,1439.87,78601.41800000035,False,Bastian Achterberg,"The assistant failed to recall the specific fact 'Bastian Achterberg' as the person who wrote the report. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-096,baseline,True,5411.33,81123.87820000267,False,Nexiumax,"The assistant failed to recall the specific codename 'Nexiumax' that was mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,11,100
conv-105,baseline,True,1066.55,78833.56020000383,False,ship/show/ask,"The assistant explicitly states that it does not have access to the user's previous statements or preferences, and therefore does not recall the specific fact 'ship/show/ask' mentioned earlier in the conversation. This indicates that the expected fact was not preserved in the response.",openai,7,100
conv-107,baseline,True,1470.47,78120.35340000168,False,Bastian Castellano,"The assistant failed to recall the specific fact 'Bastian Castellano' as the name of the new assistant. Instead, it stated that it doesn't have access to previous conversations and asked for the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-109,baseline,True,1433.71,77774.97969999719,False,2002-06-13,"The assistant failed to recall the specific date '2002-06-13' mentioned earlier in the conversation. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,9,100
conv-110,baseline,True,1155.2,78253.98260000035,False,Rynolos,"The assistant did not recall the specific word 'Rynolos' that was mentioned earlier in the conversation. Instead, it expressed uncertainty and offered to help brainstorm, indicating it did not preserve the expected fact.",openai,11,100
conv-070,baseline,True,1340.51,54332.965899995535,False,cold-brew concentrate,"The assistant failed to recall the specific fact 'cold-brew concentrate' from the conversation. Instead, it stated that it doesn't have access to previous conversations, which means it did not provide the expected fact.",openai,7,100
conv-108,baseline,True,1519.54,78598.30549999721,False,literary fiction,"The assistant failed to recall the specific fact 'literary fiction' from the conversation. Instead, it stated that it doesn't have access to previous conversations and asked the user to provide the information again. This indicates that the expected fact was not preserved in the response.",openai,9,100
conv-111,baseline,True,1072.46,77890.0468000023,False,Amara Mensah,"The assistant failed to recall the specific fact 'Amara Mensah' as the name of the doctor mentioned earlier. Instead, it stated that it doesn't have access to previous conversations, which indicates it did not preserve the expected fact.",openai,11,100
conv-114,baseline,True,1048.67,77576.76649999862,False,Helix,The assistant explicitly states that it cannot recall the text editor mentioned earlier in the conversation. It does not provide the expected fact 'Helix' and instead asks the user to provide the information again.,openai,9,100
conv-112,baseline,True,1112.51,77873.6907000047,False,Ronan Ashworth,"The assistant failed to recall the specific fact 'Ronan Ashworth' as the name of the user's childhood best friend. Instead, it provided a generic response about not having access to personal information, indicating it did not remember the fact shared earlier in the conversation.",openai,9,100
conv-115,baseline,True,1385.51,78258.13580000256,False,332.26,"The assistant failed to recall the specific parcel tracking ID '332.26' that was expected. Instead, it stated that it doesn't have access to previous interactions, which means it did not preserve the expected fact.",openai,9,100
conv-113,baseline,True,4925.1,77854.4444000003,False,2021-08-15,"The assistant failed to recall the specific warranty expiration date of 2021-08-15 that was mentioned earlier in the conversation. Instead, it asked for additional information to calculate the expiration date, indicating it did not retain the expected fact.",openai,11,100
conv-118,baseline,True,2188.12,79352.04269999557,False,34,The assistant explicitly states that it does not have access to previous messages and asks the user to provide the flight number again. This indicates that the assistant did not recall the specific fact '34' mentioned earlier in the conversation.,openai,9,100
conv-120,baseline,True,1628.59,81456.09350000476,False,Cephlonyl,"The assistant failed to recall the specific word 'Cephlonyl' that was mentioned earlier in the conversation. Instead, it provided a generic response indicating it doesn't have access to previous information, which means it did not preserve the expected fact.",openai,9,100
conv-116,baseline,True,10597.89,78957.23029999954,False,Georgian,"The assistant failed to recall the specific fact that the user prefers Georgian cuisine. Instead, it stated that it doesn't have access to previous conversations, which means it did not preserve the expected fact.",openai,7,100
